Comedy Drama,https://m.media-amazon.com/images/M/MV5BNDRlNTJmNGEtNWM0YS00OWI3LWFkNjUtMzg5MTJjODcyZGU3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,tt7671064,A young woman decides to make positive changes in her life by training for the New York City Marathon.,3.4,15/11/19,104,Brittany non si ferma piÃ¹
Crime Drama Horror,https://m.media-amazon.com/images/M/MV5BNWU1ZTEzYTMtZmQ1Ny00Y2ZjLWJmMTUtNGE0NzNhZjBhMzU1XkEyXkFqcGdeQXVyMTExMDczNTI@._V1_SX300.jpg,tt7671414,A childhood prank comes back to haunt a clique of South Central Los Angeles teens when their victim returns home during their high-school Homecoming weekend.,1.85,14/04/19,87,Thriller
Comedy Horror,https://m.media-amazon.com/images/M/MV5BMmE3Y2E5OWUtNjI4OC00OGFlLWJlNTEtM2YyM2EyYjEyOGFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt7677420,"On the last flight of a transatlantic passenger airliner, a priest, a rabbi and the airline crew team together to save a plane from a pandemic of demonic possessions.",2.05,9/08/19,95,"Exorcism at 60,000 Feet"
Drama,https://m.media-amazon.com/images/M/MV5BYTYwOGZjMDUtZDIxOS00NDBlLWE0NGEtNmVmYzA3MTI4MDE4XkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_SX300.jpg,tt7681824,"Manny, Joel, and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah embraces an imagined world all on his own.",3.45,16/05/19,94,Quando eravamo fratelli
Comedy,https://m.media-amazon.com/images/M/MV5BZmIzNDA0ODQtNDY3OS00YzE1LTk1OTktNzJmNmNmNDRlNmE0XkEyXkFqcGdeQXVyMjgzMTA2NzY@._V1_SX300.jpg,tt7688638,"Two academically gifted girls, frustrated with their social standing, get stoned on their last night of senior year. After their evening goes awry, they ultimately learn that being bad girls isn't all it's cracked up to be.",3,8/11/19,77,Good Girls Get High
Crime Drama Thriller,https://m.media-amazon.com/images/M/MV5BYWIyMWU1MmMtNjFhOS00MjhhLThjOWUtZTNmM2ZjY2JkZWYzXkEyXkFqcGdeQXVyNTk5NTQzNDI@._V1_SX300.jpg,tt7689906,"The aftermath of a police killing of a black man, told through the eyes of the bystander who filmed the act, an African-American police officer and a high-school baseball phenom inspired to take a stand.",2.9,25/04/19,96,Monsters and Men
Comedy Drama,https://m.media-amazon.com/images/M/MV5BMTUxODExODA3Ml5BMl5BanBnXkFtZTgwMDAxNDgyNDM@._V1_SX300.jpg,tt7689950,A dramatic comedy following a Korean-American performance artist who struggles to be authentically heard and seen through her multiple identities in modern Los Angeles.,2.85,19/01/18,71,White Rabbit
Comedy Crime Drama,https://m.media-amazon.com/images/M/MV5BMTg4Mjg5NjQwMF5BMl5BanBnXkFtZTgwOTc1MDg0NTM@._V1_SX300.jpg,tt7690016,"Jessie and Angela, high school dropouts, are taking a week off to chill at the beach. Too bad their house got robbed, rent's due, they're about to get fired, and they're broke.",3,3/08/18,85,Never Goin' Back
Comedy Horror Thriller,https://m.media-amazon.com/images/M/MV5BMWNjYTk1NDktNmUyYS00YzQwLWFhNDYtYmIxODVmODVlZjIzXkEyXkFqcGdeQXVyMjIxMDE2MjQ@._V1_SX300.jpg,tt7692822,"Emerson Graham's nights as a cab driver are filled with annoyances and inconveniences, but until tonight, never attacks and disappearances. After picking up a mysterious passenger her ...",3.15,9/02/19,90,Driven
Comedy Drama Thriller,https://m.media-amazon.com/images/M/MV5BMmY0OTg0YjYtNjcxMC00YjRkLWFhYzQtZTQyNzQzNzFiMmU3XkEyXkFqcGdeQXVyNzM0MTY5NTE@._V1_SX300.jpg,tt7694738,"Leaving the mortician adrift, the drifter finds himself on an expedition across the Southwest encountering wild and crazy characters through a series of twisted and dark foibles.",2.55,21/06/18,93,Best F(r)iends: Volume 2
Crime Romance Thriller,https://m.media-amazon.com/images/M/MV5BYjg4Nzc2NjgtYWQxYi00YWEyLWFiODAtZWFlZjkzZjhhNzRkXkEyXkFqcGdeQXVyNDMwOTc5MDg@._V1_SX300.jpg,tt7695300,"The story of a socially popular, powerful and highly respected Protestant priest of St Pauls Church in Colombo, and sought after Exorcist, Father Matthew Peries, who in the late 1970's, ...",3.3,24/11/18,110,According to Mathew
Drama,https://m.media-amazon.com/images/M/MV5BOTZkMTQ5ZjUtOTY1ZS00MWIyLWI4Y2MtZDc2YjUzNTA5N2QxXkEyXkFqcGdeQXVyODY5MjI1Njk@._V1_SX300.jpg,tt7697348,"40: The Temptation of Christ is detailed in the Gospels of Matthew, Mark and Luke. According to these texts, after being baptized by John the Baptist, Jesus fasted for forty days and forty ...",2.35,9/04/20,98,XL: The Temptation of Christ
Animation Adventure Family,https://m.media-amazon.com/images/M/MV5BNzVlMjQ4MGItOTA5ZS00M2UxLTgzYjUtOTcwZDY3NTdjNzZjXkEyXkFqcGdeQXVyNDA1NDA2NTk@._V1_SX300.jpg,tt7701808,"A century after the Wicked Witch, the Emerald City is at the mercy of a once-revered hero, and salvation comes from the wrench of young Victoria Wright. Rediscover old friends and meet new heroes in this new tale set in the Land of Oz.",3.55,20/09/18,79,The Steam Engines of Oz
Crime Drama Romance,https://m.media-amazon.com/images/M/MV5BOGQxMTc2Y2QtZTgwNS00NWY0LWFlYmQtM2I2NDg3MzViZjdmXkEyXkFqcGdeQXVyMTIzMzU0Mjgx._V1_SX300.jpg,tt7703924,"Two young lovers rob their way across the southland, posting their exploits to social media, and gaining fame and followers as a result.",1.95,12/06/20,100,Infamous
Drama Horror Thriller,https://m.media-amazon.com/images/M/MV5BMjExZWI4YjctNmQxNS00MDYzLTgxZDYtNjg2MTA4YWQ1NDk1XkEyXkFqcGdeQXVyMzE0OTg1NzQ@._V1_SX300.jpg,tt7704346,"Angela's daughter, Annie (aka ""Little Red""), mysteriously disappeared, but the police never found her body. While the mother begins to shed light on the mystery, a religious cult ruled by a...",2.15,28/12/19,75,Little Necro Red
Thriller,https://m.media-amazon.com/images/M/MV5BYzEyNTRjYjUtYmExZC00OTk4LTk3ZWEtY2YxNjBjM2Y4NGIyXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_SX300.jpg,tt7704392,"When single mom Stephanie gets engaged to single dad Jameson she receives an anonymous stalker's threat: ""Break off the engagement or I'll kidnap your daughter!"" The threats continue and ...",2.8,1/06/18,88,SerenitÃ  apparente
Thriller,https://m.media-amazon.com/images/M/MV5BYzgxNWNmZjYtYWM1Yi00MDMzLTg4OTYtZjk3NjhkNmFiZjE5XkEyXkFqcGdeQXVyMTU2ODA1MzI@._V1_SX300.jpg,tt7708146,A married woman's life turns upside down when she learns her husband is married to another woman.,2.45,19/08/18,90,La vita segreta di mio marito
Comedy Thriller,https://m.media-amazon.com/images/M/MV5BOTdmY2U5YzgtZjI5Mi00MTU5LWJmZTctODFjYjRjNGI4ZTNmXkEyXkFqcGdeQXVyNjk0NDQ2Njk@._V1_SX300.jpg,tt7708376,"After being asked to place a ten thousand dollar bet on a racehorse, James and Eoin make the fatal mistake of pocketing the money. The two Irish emigres face crisis when Misty Button comes in at 35-1.",2.45,17/03/19,88,Misty Button
Drama Horror Mystery,https://m.media-amazon.com/images/M/MV5BYjBhMjdhNTMtYWE4MS00YThmLWFiODEtN2NjMjg1MzcwODY4XkEyXkFqcGdeQXVyMTA3NjcyNg@@._V1_SX300.jpg,tt7709804,(Supernatural Thriller) A homeless teen answers the voice of a child calling out for help and is sent on a journey to find a human trafficking network run by the child's killer.,2.55,6/06/18,82,A Child's Voice
Comedy,https://m.media-amazon.com/images/M/MV5BYWJlNDExNmQtYjUwZS00NWQ3LWEwMDMtOGIxZmQzYmRkYWJhXkEyXkFqcGdeQXVyMTI1NDU0MTA@._V1_SX300.jpg,tt7710160,"A Tinder date gone astray leaves famous fitness selfie queen, Barbi, lost in the wilderness trying to survive despite Homeland Security, alien death rays and zero cell service.",2.55,15/02/19,90,Breaking Barbi
Thriller,https://m.media-amazon.com/images/M/MV5BOWFhOTc1MmYtOGYxZS00YTBmLWEwZTYtZTkwZTZmZDM2M2MwXkEyXkFqcGdeQXVyMjQ2NDU3NDY@._V1_SX300.jpg,tt7711170,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",3,18/09/20,98,Alone
Horror Thriller,https://m.media-amazon.com/images/M/MV5BOWY1MjU4NmEtMDUzZi00MzFjLTgxMmItZDdjMzFmNGFlNzc0XkEyXkFqcGdeQXVyMDExNzg5Mw@@._V1_SX300.jpg,tt7712746,"When Virginia and her husband Jack spend a long weekend in the idyllic countryside, they encounter a creature that tears their lives apart. While the attack has an effect on each of them, it brings out the worst in Jack.",1.55,13/11/18,85,Alpha Wolf
Comedy Family History,https://m.media-amazon.com/images/M/MV5BZTg2NzJiZTQtOTI5Mi00MjA4LWJmNWQtMjc5ZjZhYjRkMGRhXkEyXkFqcGdeQXVyNjM1MDIzMTc@._V1_SX300.jpg,tt7715070,"Atti, a smart and quick-witted Roman teenager, manages to upset Emperor Nero with one of his schemes. For punishment, Atti is sent to work in a cold and wet Britain where he also meets the Celts.",2.6,26/07/19,92,Horrible Histories: The Movie - Rotten Romans
Action Fantasy Horror,https://m.media-amazon.com/images/M/MV5BNWNhY2Y4ZmMtMWM3ZS00OGVjLTkzM2UtNDVkMzUxMjViMWExXkEyXkFqcGdeQXVyMTEyNDk0MjM@._V1_SX300.jpg,tt7715192,"Gunned down in the snowy wilderness and desperate for shelter, Billy Cavanagh is taken in by kooky old lady Agnes, unaware that her isolated log cabin is being stalked by a bloodthirsty skinless creature hellbent on getting inside.",1.85,16/04/21,84,Winterskin
Action,https://m.media-amazon.com/images/M/MV5BOTg2ZmExMmMtMDMwOC00M2VlLThjZjYtY2NiOGYzMGE3NjEyXkEyXkFqcGdeQXVyMTU1Nzk1Mw@@._V1_SX300.jpg,tt7718636,"When a stranger finds himself in the middle of a battle between the old gods and the new, he decides that neither side deserves to win.",1.65,4/03/19,89,Viking Blood
Thriller,https://m.media-amazon.com/images/M/MV5BZjMwODE0YWEtYzM3ZC00ZmJkLWJhYWUtNTRmY2NjM2ExMDM0XkEyXkFqcGdeQXVyMjc1NDQ1NjA@._V1_SX300.jpg,tt7722156,"Three friends discover a dead body while on a camping trip, but cannot agree on whether or not to tell the police.",2.4,2018,96,Silent Panic
Action Western,https://m.media-amazon.com/images/M/MV5BYzAzZjhmZGEtZmI2ZC00YjA1LWI4YTQtNTgxZDIwMzJkYjNmXkEyXkFqcGdeQXVyMjI4MTYwNTY@._V1_SX300.jpg,tt7730102,"A tenderfoot from Philadelphia, two misfit gamblers on the run, and a deadly preacher have a date with destiny in a boom town gone bust called Big Kill.",2.6,19/10/19,126,Big Kill
Drama Horror,https://m.media-amazon.com/images/M/MV5BMDE3MGIwNDAtN2UxZi00ZGJiLTllZjMtM2UwN2Y0MGQ3YWJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,tt7737734,A girl born into an all-female cult led by a man in their compound begins to question his teachings and her own reality.,2.5,3/04/20,96,The Other Lamb
Action Thriller,https://m.media-amazon.com/images/M/MV5BMzcyMzU4MDUtM2JhOC00ZDg2LTg5MGMtZjc2OGMyMjhlMGE2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,tt7737786,A family struggles for survival in the face of a cataclysmic natural disaster.,3.25,25/09/20,119,Greenland
Comedy Drama,https://m.media-amazon.com/images/M/MV5BMjYyNGUzMDAtNzUwNC00OWY5LWIxZGQtZjJlYWU1ODY5YjYxXkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,tt7738450,A police officer faces a personal meltdown following a divorce and the death of his mother.,3.55,30/10/18,92,Thunder Road
Drama Horror Mystery,https://m.media-amazon.com/images/M/MV5BMjc0YzM2ZjItNzE3OS00NTRhLTkyNTUtMjY5Y2Y5NTU3OWI0XkEyXkFqcGdeQXVyNjU2NTI4MjE@._V1_SX300.jpg,tt7752126,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",3.05,23/05/19,90,L'angelo del male - Brightburn
Drama,https://m.media-amazon.com/images/M/MV5BYjk2ZjJkYzQtYmJhNy00NDQxLWJmZGYtYWIxYmQ5ZjFmYjYwXkEyXkFqcGdeQXVyNjA5MDYxODY@._V1_SX300.jpg,tt7759300,"Six scenes. Six years. Six moments that shaped the relationship of Jenna and Leon. Pink Wall examines what defines us, the pressures of gender expectations, and our perpetual struggle between life and ambition.",2.95,13/12/19,82,Pink Wall
Action Drama Horror,https://m.media-amazon.com/images/M/MV5BNWRmYjlmMGItODRmZi00MGI4LWIyZDYtMDU4MzQ1ZGI5ZTJmXkEyXkFqcGdeQXVyMTc1MDQ0NDA@._V1_SX300.jpg,tt7764650,"After risking her life to expose the corruption of the thinning test, Laina Michaels becomes the target of Governor Redding's Machiavellian presidential campaign. Blake Redding, trapped and...",1.9,17/10/18,89,The Thinning: New World Order
Crime Thriller,https://m.media-amazon.com/images/M/MV5BYTAwZTkxZTUtZmMwYi00ZDBjLWJkY2ItYmNjOGE3YTY4MTIxXkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_SX300.jpg,tt7765778,"In June 2016, a loving family was found shot to death at their suburban home in Northern New Jersey, and discovered by father and husband Josiah Wisper - a brash businessman who owned bars, restaurants and real estate in Harlem, New York.",3.2,4/04/20,91,American Wisper
Drama,https://m.media-amazon.com/images/M/MV5BMTYwMjg3OTQ1M15BMl5BanBnXkFtZTgwMzI3NzU2NDM@._V1_SX300.jpg,tt7768846,Two young men pass the time dreaming of the promised land.,2.8,20/04/18,74,Pass Over
Drama Horror Thriller,https://m.media-amazon.com/images/M/MV5BMTA3NzkzMDUxODBeQTJeQWpwZ15BbWU4MDM0ODc5ODcz._V1_SX300.jpg,tt7772580,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",3.05,24/05/19,90,The Perfection
Drama,https://m.media-amazon.com/images/M/MV5BOGUzZjZhMmUtZDE4Yi00NTI0LWJlMDUtNTU1OWI2ZWM1MzBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,tt7772582,A pair of teenage girls in rural Pennsylvania travel to New York City to seek out medical help after an unintended pregnancy.,3.65,13/08/20,101,Mai raramente a volte sempre
Drama,https://m.media-amazon.com/images/M/MV5BZGMzZWI1MWQtMjY0OS00NDU0LTg0OWQtYTIxZjljZTcwOGMzXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_SX300.jpg,tt7776050,"Sarah Carter (30s), eight months pregnant, is abruptly rear-ended on Mulholland Drive, and ends up in a deep road side ditch...Transported to the hospital, she delivers her baby. Little ...",2.4,30/07/18,120,RiavrÃ² mia figlia?
Fantasy Horror,https://m.media-amazon.com/images/M/MV5BOTJkNGZkYjEtNDdjMy00NDYxLWE1MDYtNTgyMWNhOWRhZTBkXkEyXkFqcGdeQXVyNDc0MzY5MTk@._V1_SX300.jpg,tt7781432,"On the cusp of retirement, an eccentric mortician recounts several of the strangest stories he's encountered in his long career, but things take a turn for the phantasmagorical when he learns that the final story - is his own.",3.45,15/10/20,108,The Mortuary Collection
Drama,https://m.media-amazon.com/images/M/MV5BODU0YTZlNDktYWJmMy00MmE2LTlkZjMtMjg4OGUwYzU1NTE5XkEyXkFqcGdeQXVyNDUzMjc2Njg@._V1_SX300.jpg,tt7783966,INSPIRED BY THE TRUE STORY On the eve of the Challenger explosion in 1986 one engineer goes to the extreme to stop the launch. This hot-headed engineer makes a desperate race against the ...,3.1,25/01/19,98,The Challenger Disaster
Drama Family,https://m.media-amazon.com/images/M/MV5BNTBhMmQxNTktMTU0Ni00ZjIzLTlhY2EtOTU5OWI4YjI5MzdiXkEyXkFqcGdeQXVyNjI5Mjk4MjU@._V1_SX300.jpg,tt7784788,A young runaway girl hides out in the barn of a retired horse trainer and forms a bond with his troubled filly.,3.05,20/11/18,101,Orphan Horse
Comedy Crime Drama,https://m.media-amazon.com/images/M/MV5BMzQzYmU0NWItZTRkMS00MDM5LTk0OTQtMTM4OTAzMjcxOGE2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,tt7798644,"Seaside (nowhere near the sea), puppeteers Judy and Punch are trying to resurrect their marionette show in an an anarchic town on the brink of mob rule.",3,21/11/19,105,Judy & Punch
Drama Romance,https://m.media-amazon.com/images/M/MV5BMjY3OWY4NDMtNmMwYy00ODNmLTljODAtMzEyNWI5ZDc1YzU3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,tt7798646,A series of intertwining love stories set in the past and in the present.,2.95,14/02/20,106,The Photograph
Comedy Crime Thriller,https://m.media-amazon.com/images/M/MV5BZGRjNjNlYzQtOGI1Ni00NzU4LWExYmUtNzQyYjE3YzY2NGI1XkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_SX300.jpg,tt7801350,Two brothers owe money to the wrong guy at the wrong time. While they go on the run trying to pull together the money they become burdened with a teenage girl and hunted by assassins they don't know are following their every move,2.1,3/04/20,101,Clover
Drama,https://m.media-amazon.com/images/M/MV5BOTY5NDI0ZmMtYzdlMC00ZWY5LTlkZDItMDgyZTNkMDg0NWY4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,tt7802246,"After a happy childhood in the countryside, a teenager moves to London, where he must navigate an unfamiliar environment on his road to adulthood.",3.1,27/09/19,98,The Last Tree
Horror,https://m.media-amazon.com/images/M/MV5BNjAyZjg2OGItZDNlMC00ZDMzLWJmYzMtOTAzNWY4ZTRkM2RkXkEyXkFqcGdeQXVyNjg0ODE1ODE@._V1_SX300.jpg,tt7819394,"A deadly pathogen is unleashed and unknowingly carried to Dana Overbeck's 30th birthday party, where her estranged father, Rufus, is coming to make amends.",1.3,4/09/18,71,Epidemic
Drama Horror Mystery,https://m.media-amazon.com/images/M/MV5BZDAzNDRlZWItNjI4NC00Mzg3LWIzNTItN2I2N2IzN2I2YzYyXkEyXkFqcGdeQXVyNTI0MjE4OTU@._V1_SX300.jpg,tt7825558,Dennis and Rita arrive home to a series of mysterious events.,1.85,7/06/19,97,Home with a View of the Monster
Fantasy Horror,https://m.media-amazon.com/images/M/MV5BM2NkMDlhNGYtZGNhNS00ZjgwLTkzNmUtODkxZDkzMTk4N2U0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,tt7830584,"Leila, a lonely young teen parties with her friends in a warehouse. As the social barriers between the sexes crumble, Leila hides from the boys, but senses there is someone else who wants her and he is not of this world.",1,11/07/18,83,Dracula in Love
Comedy Horror,https://m.media-amazon.com/images/M/MV5BOGE5ZDI2NmUtZTU5Yi00NDVhLTk4OTItYzUyYWE5MzQ4OWYwXkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_SX300.jpg,tt7831358,"Rivalries, dark secrets, and sexual tension emerge when three best friends find themselves stranded on a yacht in the middle of the ocean desperate for survival.",3,11/02/20,83,Harpoon
Horror Mystery Thriller,https://m.media-amazon.com/images/M/MV5BZDZmN2ZjMDgtZWM5MS00MDYzLWEzOGQtNzAzOGEyMzY0OTU1XkEyXkFqcGdeQXVyMzQxMDgxOTM@._V1_SX300.jpg,tt7838536,"A young medical student attempts to cure her brother from a terminal sleep illness called Fatal Familial Insomnia, where you are unable to sleep until you die. On her quest to help him, a ...",2.6,20/12/19,88,Awoken
Drama,https://m.media-amazon.com/images/M/MV5BMDdiY2VlMzYtZWU0Ny00N2U4LTk0YmEtZGM2NzY0NjNjMDZhXkEyXkFqcGdeQXVyMjQ1NDU4NTA@._V1_SX300.jpg,tt7838654,"A struggling family, already on the verge of disintegration, faces new challenges that will test their faith in God and each other.",2.35,21/04/20,106,Finding Grace
Horror,https://m.media-amazon.com/images/M/MV5BMTBhZmRhMmMtYThlMS00YjkzLWIyNWItNjMyMTYwODNiZjAzXkEyXkFqcGdeQXVyMjI4NTE2MDU@._V1_SX300.jpg,tt7841536,"A mysterious shopkeeper narrates four horror tales, each set during a different holiday.",2.15,6/09/19,100,Holiday Hell
Thriller,https://m.media-amazon.com/images/M/MV5BYTAyZGYwZTctYTk2OS00NWU3LWI4ZjEtMmM3OGM3ZDlhMDQ4XkEyXkFqcGdeQXVyMDQzODc1OA@@._V1_SX300.jpg,tt7842256,Two socially awkward teenage girls are bored one night and turn to the internet for scary stories. They find a game on a creepy website that claims you can use your phone to summon the ...,2.05,4/10/19,91,47 Hours
Comedy,https://m.media-amazon.com/images/M/MV5BY2ZiYTA3OGMtMjBkOS00MDczLTkzODUtNDA0NGY1ZGM3M2JjXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,tt7846056,"A slice of life story that follows a large Italian family on Christmas Eve as they prepare for the traditional Feast of the Seven Fishes, reminisce about the past, and seek love in the future.",3.3,15/11/19,99,Feast of the Seven Fishes
Horror,https://m.media-amazon.com/images/M/MV5BZDNiYWVlYzItYTA4NS00ODc1LTljMDQtZDU4Njk4NjdkNWM0XkEyXkFqcGdeQXVyNjU4NTk1MDI@._V1_SX300.jpg,tt7847062,"Over 1600 people have vanished in our National Forests. Now, a team of adventurers is about to find out why.",2.25,29/10/19,81,She Walks the Woods
Sci-Fi,https://m.media-amazon.com/images/M/MV5BNTMyZmU3N2MtODQ5ZC00MmRkLTg3MmQtODgwYzZkNTA1NTgyXkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_SX300.jpg,tt7850334,"A workplace robot, AUTO, transforms into a killing machine when he discovers he will be replaced by a more efficient model. AUTO fears being terminated and will stop at nothing to prevent ...",2.25,29/11/19,92,Automation
Drama Horror Thriller,https://m.media-amazon.com/images/M/MV5BZTBiOTc4ZWUtNzA0My00ZWU0LThlZWUtNGI3NDg3MDcwZmE5XkEyXkFqcGdeQXVyMjAxMjU2NDI@._V1_SX300.jpg,tt7857076,"Eager to escape the grief and nightmares of the city, Louis Olsen travels to Southwest Minnesota, seeking the peace of the rural countryside. When he accidentally disturbs the grave of a supposed local 'witch' Mary Jane Terlinden, what began as a peaceful reprieve unravels into a haunting nightmare from which Louis cannot escape - but is it all just in his head?",2.45,21/09/19,94,Loon Lake
Horror Thriller,https://m.media-amazon.com/images/M/MV5BM2FlMTgwOTYtMGQ1OS00NTgwLWJlNmMtMGVmYzlhY2Q1Y2VhXkEyXkFqcGdeQXVyNjE4MDEyMzI@._V1_SX300.jpg,tt7857374,A radio star experiences the worst night of his life when stalkers assault the radio station where he's working.,2.7,1/03/19,97,Feedback
Action Crime,https://m.media-amazon.com/images/M/MV5BNDMzNTRjMDItYTI0Zi00ZWI4LTg3OTMtNTkzODU2YjcxMWJmXkEyXkFqcGdeQXVyODcyNDkyMzY@._V1_SX300.jpg,tt7858466,"Inspired by true events, the shocking story of London's most feared and notorious brothers Reggie and Ronnie Kray as they break Frank 'The Mad Axeman' Mitchell from Dartmoor Prison in December 1966.",1.35,10/09/18,79,The Krays: Dead Man Walking
Fantasy Romance,https://m.media-amazon.com/images/M/MV5BMTkwNTZlY2UtOGI1MS00ODZmLWFlODctMzFhYjgwYjFjOTViXkEyXkFqcGdeQXVyNTA4NDgzMw@@._V1_SX300.jpg,tt7866988,"Peter is approaching 30 and still trying to navigate modern online dating culture. After a whimsical, romantic evening with a mysterious young woman ends with him waking up alone, Peter ...",2.75,8/03/19,85,The Way You Look Tonight
Crime Thriller,https://m.media-amazon.com/images/M/MV5BMzljNTRkYmYtOGZlZC00NDE3LWEzM2UtMTQyYmZhZWZkYjU5XkEyXkFqcGdeQXVyODY2MzY0NDE@._V1_SX300.jpg,tt7869070,A rabid film fan stalks his favorite action hero and destroys the star's life.,2.1,30/08/19,88,The Fanatic
Musical,https://m.media-amazon.com/images/M/MV5BYzgyMDQ1MjYtYzk4Mi00OTM2LWE5MTktM2ZlZDQxZjdjOGY5XkEyXkFqcGdeQXVyMDUxODczMw@@._V1_SX300.jpg,tt7877016,"Jerry Mulligan is an American striving to make it as a painter in Paris. Following an encounter with a dancer named Lise, the streets of Paris become the backdrop to a sensuous romance of art, friendship and love in the aftermath of war.",4.1,16/05/18,160,An American In Paris - The Musical
Comedy Sci-Fi Thriller,https://m.media-amazon.com/images/M/MV5BY2VjMzkxZjgtZjQ2My00YzVkLThjMTEtNWFkMzc3MDRiMTY2XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_SX300.jpg,tt7879442,"Detective Fox loves work and alcohol. After going to AA, his sponsor, Chip, becomes the main suspect in his investigation of a missing kid. Fox also starts to believe that people are disappearing up Chip's butt.",2.6,17/04/20,99,Butt Boy
Action Crime Drama,https://m.media-amazon.com/images/M/MV5BZDk2ODNlMjMtNDQ3Ni00ZGUwLWJmYzgtMjg4YjMwOThmNWFmXkEyXkFqcGdeQXVyNjg0MzUyNTg@._V1_SX300.jpg,tt7886442,A vigilante with a mysterious past moves into a city that has been infested with crime and terror. He then takes the law into his own hands so that he could save and protect a young mother and her child.,2.4,2/10/18,87,Death Kiss
Drama,https://m.media-amazon.com/images/M/MV5BOTUxMTE4MDEtNDEzYS00MzMzLTg2MGItYTk3M2U3MWE3YmE5XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_SX300.jpg,tt7890550,"A lonely widower battles his family, ill health and time to win a competition for a golden ticket to space.",2.9,27/04/20,97,Astronaut
Horror Thriller,https://m.media-amazon.com/images/M/MV5BZWYyOWZkMjgtMzFmZS00NGI2LThiMmEtMTQwYTY3YTU2MGJiXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,tt7895904,"Ellie, a recovering drug addict, has just moved to a new city with her two teenage children. She has struggled to stay sober in the past and is determined to make it work this time, finding...",2.1,4/05/18,92,Family Blood
Horror,https://m.media-amazon.com/images/M/MV5BMzk2MmZiZjEtODc0MS00ZDZjLTk5YmMtZTgwYjdkZmI5OGFiXkEyXkFqcGdeQXVyODk5MjQ1Nw@@._V1_SX300.jpg,tt7900528,"A pizza delivery girl making her last stop of the night is lured into a trap. While attempting to escape, she encounters a group of campers who are enduring a terrifying nightmare of their own.",1.65,17/09/18,114,Let's Not Meet
Action Crime Drama,https://m.media-amazon.com/images/M/MV5BZWRjYzFhMWUtOGExZC00NDIzLTk4OTItNWZjZDRjMmQyOTE1XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,tt7903530,"Lucas, a 14-year-old boy inducted into the gang life in Washington, D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.",2.65,1/03/19,92,We Die Young
Horror,https://m.media-amazon.com/images/M/MV5BYmMxZDg1MmUtOGI4OS00Yjk5LThlODEtM2Q5NjUxMmUyMjc1XkEyXkFqcGdeQXVyMjM4MTU4NjQ@._V1_SX300.jpg,tt7906260,"Nana starts to tell the legend of the evil tooth fairy who rips out teeth. Carla is sick of her crazy alcoholic stories and tries to leave, however a power outage suggests something is ...",1.2,2/04/19,86,Toof
Horror,https://m.media-amazon.com/images/M/MV5BMWFlMzZjMjYtMDQyZi00NjE2LThjNmUtMmVjZTkxNDFhMDc3XkEyXkFqcGdeQXVyMjM4MTU4NjQ@._V1_SX300.jpg,tt7906262,A failing radio host finds out she has inherited a farm house in Wales from a family she never knew she had. But what goes on the land is story in which people have gone missing every 20 years.,1.3,3/10/18,89,Bride of Scarecrow
