"imdb_id","genres","overview","release_date","runtime","title","rating","image_link"
"tt8110640","Crime Mystery Sci-Fi","A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.","2019-09-27",115,"All'ombra della luna",3.1,"https://m.media-amazon.com/images/M/MV5BN2I1MGQ2ZjMtMjc1My00YzU1LThjNzktNzJlMWRkMTc0NjZhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg"
"tt8110966","Action","Following the sudden death of their father, two brothers realize the greatest threat to their criminal empire might just be each other. A no-holds-barred battle for power ensues that threatens to destroy everything their old man built.","2018-07-03",87,"On the Ropes",1.95,"https://m.media-amazon.com/images/M/MV5BMGUzYTMxMzctYzZkMC00MDcxLThlOTktNGE5YTUyNjM0NDI0XkEyXkFqcGdeQXVyMjI4MjA3NDY@._V1_SX300.jpg"
"tt8111130","Comedy Drama Romance","A comedian goes away for the weekend with an ex-boyfriend and his new girlfriend.","2019-09-13",87,"The Weekend",2.7,"https://m.media-amazon.com/images/M/MV5BMzA2YjUzNmUtZGY1NS00NDZjLWJlYjAtNDMyZWFkMWFiMmEyXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg"
"tt8113950","Horror","Three terrifying tales to keep you awake all night: Night of the Sea Monkey, Lamb Feed and Homewrecked - a trifecta of 80s throwback terror with mauling monsters, home invasions gone ...","2018-06-30",82,"Last American Horror Show",2.2,"https://m.media-amazon.com/images/M/MV5BYmU3MjQ3MDAtNmIzNS00N2YxLWExYmEtMjZjYTA5MTFhNGVlXkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_SX300.jpg"
"tt8116640","Family Sport","A thrilling family film about a boy who must overcome tremendous odds and his own recklessness to achieve his dream of winning the National Go Kart Championship.","2020-01-16",102,"Go!",2.95,"https://m.media-amazon.com/images/M/MV5BODBlNTdmMjMtYzgyMS00ZDllLWI3ZWMtMDI4YzhjN2E2YTRjXkEyXkFqcGdeQXVyMzc5NDU5NzY@._V1_SX300.jpg"
"tt8123728","Drama","Follows the events of the Holocaust through the eyes of an SS Soldier.","2018",102,"The Guard of Auschwitz",2.3,"https://m.media-amazon.com/images/M/MV5BMzhmY2UzNWUtOTM4Ny00NzJkLWJmOWYtNzA1YWQxMGNhNzUxXkEyXkFqcGdeQXVyMjk4MDE2MTE@._V1_SX300.jpg"
"tt8134980","Sci-Fi","Weekend campers, an escaped convict, young lovers and a police officer experience a night of terror when a hostile visitor from another world descends on a small Arizona town.","2020-07-08",84,"Battlefield 2025",1.05,"https://m.media-amazon.com/images/M/MV5BMDdlODgyZTktZjJiNi00MTlkLWJjMGEtOTQ3ZDA1YzlhZDc0XkEyXkFqcGdeQXVyMzM1MzIwOA@@._V1_SX300.jpg"
"tt8142044","Horror","Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.","2019-02-22",97,"1st Summoning",1.65,"https://m.media-amazon.com/images/M/MV5BNjNjMmI4ODQtM2E1YS00YmRmLWI1ZGYtY2Y3M2NkMjExOGUyXkEyXkFqcGdeQXVyMTE0ODg0NDE@._V1_SX300.jpg"
"tt8143990","Crime Drama","A woman's life is turned upside down when her criminal parents invite an outsider to join them on a major heist they're planning.","2020-09-25",106,"Kajillionaire",2.8,"https://m.media-amazon.com/images/M/MV5BNTkxYzUxMDQtZWRiNy00ZWUwLWIxYjMtNWExODBmMzRkZGVmXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg"
"tt8145202","Comedy","After a prank blows up on a high school senior's life, he shares a list of certain things he wishes he'd done differently.","2020-07-01",103,"The F**k-It List - La lista dei fanculo",2.55,"https://m.media-amazon.com/images/M/MV5BNzQwNTU0NzItNjY0OS00NjNhLTgyZDMtNjkyNTZmMTNjN2JmXkEyXkFqcGdeQXVyMTMzNzQ4MjA5._V1_SX300.jpg"
"tt8145968","Thriller","After believing she has found the guy of her dreams, home renovator Melissa Davis soon learns that her dream man has a dark secret.","2018-11-01",85,"Tutto quello che non so di lui",2.55,"https://m.media-amazon.com/images/M/MV5BYzc2NDdjYjktMzUxOC00MjY5LWJkZDgtZTdjNjYwMTFkNTZmXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_SX300.jpg"
"tt8150698","Horror","A suicidal man in a remote cabin is suddenly faced with protecting a kidnapped woman from three sexual deviants and their sadistic games.","2020-04-08",85,"Dead by Dawn",1.6,"https://m.media-amazon.com/images/M/MV5BNTA0NTE2YTMtOWU4YS00MzNkLWExMGItODIxYTEyZTI0YzUxXkEyXkFqcGdeQXVyMTYwMjMwOA@@._V1_SX300.jpg"
"tt8152324","Drama","When four messengers sent by Rome to a plague go missing, Rome has no choice but to send ten of their finest across Hadrian's Wall to find and bring them back.","2019-09-13",85,"Wolf",2.5,"https://m.media-amazon.com/images/M/MV5BODMwZTc2NjgtZmMyMi00ODUxLWIwYzctZGQ1NGUwY2RkODc5XkEyXkFqcGdeQXVyNTI5ODA2NzM@._V1_SX300.jpg"
"tt8160834","Horror Thriller","A social media personality travels with his friends to Moscow to capture new content for his successful VLOG. Always pushing the limits and catering to a growing audience, they enter a cold world of mystery, excess, and danger.","2020-09-18",88,"Follow Me",2.65,"https://m.media-amazon.com/images/M/MV5BYjU4ZTlkN2MtOGJlNS00ZWE1LWFmYjUtNTY3MDBhZjgwZjQ3XkEyXkFqcGdeQXVyMjA1MzQyNDE@._V1_SX300.jpg"
"tt8160864","Thriller","A hitman must prove his loyalty to his mentor and best friend, while his girlfriend wants to leave the business behind them.","2019-05-14",84,"Chase",3,"https://m.media-amazon.com/images/M/MV5BY2JhMjY2NDAtZDcyMi00YzMwLWFhZWQtZmQzNjY3OTQ4NjUxXkEyXkFqcGdeQXVyMjk1NjM4OTY@._V1_SX300.jpg"
"tt8165246","Thriller","When a woman's daughter goes missing under suspicious circumstances, she will do anything it takes to find her.","2018-10-23",85,"My Daughter Vanished",2.3,"https://m.media-amazon.com/images/M/MV5BY2Q2Zjg4ZTgtYjgyZi00MTZhLThmODctOTVlZTMxMWQ2NTQ1XkEyXkFqcGdeQXVyMTU2ODA1MzI@._V1_SX300.jpg"
"tt8168966","Thriller","A group of broken souls attend a self-help seminar at a remote wooded retreat with a famous guru. In search of better lives, they must confront their deepest demons in the midst of their ...","2019-10-10",79,"Trauma Therapy",1.85,"https://m.media-amazon.com/images/M/MV5BMzNmYzk2NTctMjg5NC00MGZkLThhOTQtZWUwYmJiOTBhODlkXkEyXkFqcGdeQXVyMDgwMzQxNQ@@._V1_SX300.jpg"
"tt8169446","Comedy","During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","2019-05-10",103,"Wine Country",2.7,"https://m.media-amazon.com/images/M/MV5BZjIzNzU3MmUtZGY1OS00MWRjLTlkYzItNjgzYjljNmJiNGZjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg"
"tt8170298","Drama Thriller","When two immigrant kids on the run from his former South Los Angeles gang leader stumble into his life, John is forced to reconcile with his past in order to try and give them a future.","2020-01-24",91,"John Henry",1.75,"https://m.media-amazon.com/images/M/MV5BNDc4MDYzNzktNmU5MC00NDNhLWEyODQtM2UxZGVkMzY0Y2RkXkEyXkFqcGdeQXVyNzE5ODk1NDM@._V1_SX300.jpg"
"tt8170358","Thriller","A cannabis farmer and his pregnant lover fight for their lives when ruthless criminals invade their property.","2020-04-14",87,"Green Rush",1.9,"https://m.media-amazon.com/images/M/MV5BNzVlNzM4OWItMWJiMS00NTJkLWFhOTgtYTRlZGQ3MTA0NzFjXkEyXkFqcGdeQXVyMTU0ODE4MDQ@._V1_SX300.jpg"
"tt8171000","Action Crime Drama","New York City police officers lives collide in interweaving stories of race, rank, loss, and betrayal.","2020-05-14",101,"Equal Standard",2.8,"https://m.media-amazon.com/images/M/MV5BYThjYTY3ODMtZjA4OS00OWY4LThmNzYtZWMyYWIyOGIzMjg2XkEyXkFqcGdeQXVyNzAzMDgwNjk@._V1_SX300.jpg"
"tt8174450","Adventure Biography Drama","Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ...","2019-06-28",117,"The Other Side of Heaven 2: Fire of Faith",2.7,"https://m.media-amazon.com/images/M/MV5BMjIyMDJkNzYtOTlhYy00ZGQzLWI0MjctMjA3MGFmZTc0ZmQ5XkEyXkFqcGdeQXVyMTk3NDI2Njc@._V1_SX300.jpg"
"tt8177638","Comedy","After a ranch in Texas is befallen to a mysterious, demonic presence, it is up to an eccentric, wandering priest to find answers and dispel the darkness. As he digs deeper he soon finds that he may be in over his head and out of time.","2018-03-12",86,"The Good Exorcist",2.9,"https://m.media-amazon.com/images/M/MV5BMmMyMzE1ZWQtMTJiYi00NWFlLTg1MjUtYWEzMDM3NTAyMmViXkEyXkFqcGdeQXVyNjMwOTc0NzI@._V1_SX300.jpg"
"tt8178992","Action Drama Horror","An innocent college student is tossed into a jungle hellhole where she must fight for her life against an evil wardress, psycho inmates, voodoo experiments and the incredible torture machine.","2018-06-15",85,"Amazon Hot Box",2.9,"https://m.media-amazon.com/images/M/MV5BZmE5MDU4NGUtNTVhYS00NjUzLTg0MDMtZWZmMjAxOGE4MDk0XkEyXkFqcGdeQXVyMjY0NDQzNw@@._V1_SX300.jpg"
"tt8179024","Horror Mystery Thriller","When a routine traffic stop results in the unexplained, grisly death of her colleague, a cop (Mary J. Blige) realizes footage of the incident will play for her eyes only. As the attacks mount, she races to understand the supernatural force behind them.","2020-09-03",96,"Body Cam",2.6,"https://m.media-amazon.com/images/M/MV5BYTczZWNmZDItYTFjMi00Y2ViLTkxM2UtMDkxYTAxOWE0YTNjXkEyXkFqcGdeQXVyMDk5Mzc5MQ@@._V1_SX300.jpg"
"tt8179218","Family Sport","Alex and Me is an uplifting story of the passion and drive it takes to succeed and the power of family to help realize your dreams.","2018-06-12",76,"Alex & Me",2.7,"https://m.media-amazon.com/images/M/MV5BNWZlNzk3YzctNzU5OC00NmQ4LTk4OTgtOWJjYjgyYzViMDQzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg"
"tt8179470","Comedy Drama Romance","The story of a teenage boy who deals with the ups and downs of being lethally attractive.","2020-06-19",92,"Looks That Kill",3.2,"https://m.media-amazon.com/images/M/MV5BZTZhMWYzMWQtNmJkYi00YjE5LWJmNGUtZjE4ODdjZjYzMDVjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg"
"tt8179944","Horror Romance","A struggling couple's weekend getaway goes awry when a child arrives in the middle of the night claiming to be their son.","2019-12-03",73,"This Is Our Home",1.7,"https://m.media-amazon.com/images/M/MV5BMmM4NDBiMDAtOTMwYS00YWEyLWEyMTctNDliMjk2MTAzMzE2XkEyXkFqcGdeQXVyNzgyMjU4Nw@@._V1_SX300.jpg"
"tt8183570","Thriller","Anna Gray is pregnant and ready to start a family with her loving husband Jon. But she has no idea that Rachel, the mother of a baby who died from SIDS when Anna babysat her years ago, has ...","2018-10-01",88,"Baby Obsession",2.4,"https://m.media-amazon.com/images/M/MV5BYTIwMjgwZWQtNDY5Ni00NGYzLWE4MmYtZTRiMTVjNDMwNDkyXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_SX300.jpg"
"tt8184766","Drama","A teenager has to confront the reality of life on the road after tragedy strikes.","2020-06-16",90,"The Short History of the Long Road",3.2,"https://m.media-amazon.com/images/M/MV5BYjE4ZTIyY2ItNzEzNi00YmNjLWE2ODQtYTZiYzRhY2U3MDZjXkEyXkFqcGdeQXVyMTIxNDYyMDU@._V1_SX300.jpg"
"tt8186318","Drama Family Sport","A high-school basketball coach volunteers to coach a troubled teen in long-distance running.","2019-08-23",119,"Correre per ricominciare",3.3,"https://m.media-amazon.com/images/M/MV5BZmU5ZGViNzQtYjE1NC00NzkxLThkZmEtNmI1MjYyZTkzYjkxXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg"
"tt8186932","Thriller","A distraught mother suspects her teenage son is plotting a school shooting, but when he slips through the cracks of the system, she is forced to take matters into her own hands. After ...","2020-03-13",98,"M.O.M.: Mothers of Monsters",2.75,"https://m.media-amazon.com/images/M/MV5BZWQzMTY3MWEtMzIwOS00ODM1LWI5ODAtMzdjNDZhMTYxMTA1XkEyXkFqcGdeQXVyMTg0MTI3Mg@@._V1_SX300.jpg"
"tt8187918","Drama Thriller","Two men encounter each other on a dangerous gay cruising park trail, and quickly find themselves caught up in a deadly game of cat and mouse.","2019-03-05",87,"Devil's Path",2.4,"https://m.media-amazon.com/images/M/MV5BZmYwNDE3NTEtZTBhNy00YTVkLWFiYzYtOTM2N2Y4MmFmMjBiXkEyXkFqcGdeQXVyMTYwODMwNDM@._V1_SX300.jpg"
"tt8191620","Thriller","When a nature photographer explains to the Police how she fought her way out of the Watchatoomy Valley, they dismiss her crazed and violent story as a meth-induced nightmare. But when they ...","2020-08-14",77,"Swing Low",2.4,"https://m.media-amazon.com/images/M/MV5BZWI3NjQ1MTMtNDYzYi00ZGFjLWI1M2UtZGEwNzAxMmY4MmFkXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg"
"tt8195518","Crime Drama Thriller","When a frustrated loner gains popularity as an Alt-Right vlogger, the online echo chamber turns his fears into a deadly rage.","2019-10-04",115,"Cuck",1.95,"https://m.media-amazon.com/images/M/MV5BYjdkZjQ3NTctY2E0Ni00Njc4LTlmZWItZDlkMmZhNTRiOGQxXkEyXkFqcGdeQXVyMjIwNTg2ODA@._V1_SX300.jpg"
"tt8196068","Drama Fantasy Sci-Fi","Identical twin brothers become hybrid A.I (artificial intelligence) entities, yet torn in different directions to achieve justice for humanity.","2018-10-03",89,"Twisted Pair",2.95,"https://m.media-amazon.com/images/M/MV5BMDA2NzQ3NmUtZmRiZC00OGJkLWI2NTItMzA4ZjY2MjA2MzM1XkEyXkFqcGdeQXVyODQxOTIxODA@._V1_SX300.jpg"
"tt8196692","Action Thriller","A disgraced ex special forces agent turns to a demon that offers him a job as a soul hunter. Chaos ensues when a former associate goes on a killing spree with the soul hunter as his main target.","2019-02-09",101,"Soul Hunters",3.35,"https://m.media-amazon.com/images/M/MV5BYTY4MzFkYjMtOTFmNC00OThiLTg3MWQtNDMxNzc2YWZiNmFmXkEyXkFqcGdeQXVyNjYwOTAyOA@@._V1_SX300.jpg"
"tt8200742","Drama Horror Thriller","Silhouette is the story of Jack and Amanda Harms who, after the passing of their young daughter, set out into seclusion to begin their lives anew. Quickly upon their arrival, things go awry...","2019-01-28",114,"Silhouette",2.75,"https://m.media-amazon.com/images/M/MV5BNTZhNzY1ZTUtNzVkMy00NDRlLThmNGYtNWQ1ZDU1MmIzNDQ0XkEyXkFqcGdeQXVyNjI2ODQ0OTE@._V1_SX300.jpg"
"tt8201170","Comedy Romance","To save up for college, Brooks Rattigan creates an app where anyone can pay him to play the perfect stand-in boyfriend for any occasion.","2019-04-12",89,"The Perfect Date",2.9,"https://m.media-amazon.com/images/M/MV5BZGRhOWM5MzQtM2FlNi00Zjc5LThmZmUtZTI2NzY0MTA1YjM2XkEyXkFqcGdeQXVyODQwODA1MjY@._V1_SX300.jpg"
"tt8201852","Drama Horror Mystery","A former banker, his actress wife, and their spirited daughter book a vacation at an isolated modern home in the Welsh countryside where nothing is quite as it seems.","2020-06-18",93,"You Should Have Left",2.65,"https://m.media-amazon.com/images/M/MV5BYTMxMTJhNWQtYzQwMC00MThhLTkzNjMtMDljMGE1MmE1NWM2XkEyXkFqcGdeQXVyODkxMzcxOTY@._V1_SX300.jpg"
"tt8202262","Drama","The film follows Lisa Wade, a single mom who is forced to move in with her father-in-law after the death of her husband. She takes a job as a caretaker to Justine, a young girl with spina ...","2020-03-13",106,"Justine",3.35,"https://m.media-amazon.com/images/M/MV5BNGQxMTNjYmMtZjFkMy00ZjI1LThmMjctZjAxNmZiMjdmYzkwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg"
"tt8206668","Biography Comedy Crime","The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.","TV Movie 2019",108,"Bad Education",3.55,"https://m.media-amazon.com/images/M/MV5BYmE2NDNlMDktOTA5YS00ZmYyLWE1ZjUtN2QzZGIzNzI1MGVmXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg"
"tt8207768","Drama","A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.","2019-03-15",104,"Mere Pyare Prime Minister",3.4,"https://m.media-amazon.com/images/M/MV5BMDI5YmFjNzAtZTVhMi00MzkzLTllNWUtMGUzZDAyOGM3YTllXkEyXkFqcGdeQXVyOTg1Njc5OTk@._V1_SX300.jpg"
"tt8210516","Sci-Fi","Drones are used in agriculture to optimize production and as sentinels. An employee discovers a connection between his job assisting in suicides and his employers' ownership of the drone manufacturing.","2018-06-29",86,"Hover",1.85,"https://m.media-amazon.com/images/M/MV5BZjE5NWRjNjItMjNlYi00OTVjLWFlOGQtYmFjN2MyOTJhNzgxXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg"
"tt8211214","Family","A new student at a soccer academy is determined to beat her rival's team in the national tournament.","2019-12-21",98,"Back of the Net",2.55,"https://m.media-amazon.com/images/M/MV5BNDgwNTZiZDQtZjUxYi00NDBjLWEzZjgtMTQ2ZThmZDY4YmE1XkEyXkFqcGdeQXVyNDY1NTI0OA@@._V1_SX300.jpg"
"tt8211258","Comedy","The incredible story of Chop Chop Chang, a world famous circus chimpanzee who is secretly trained by the CIA into a deadly assassin.","2019-01-11",101,"Chop Chop Chang: Operation C.H.I.M.P",3.55,"https://m.media-amazon.com/images/M/MV5BNjRjN2JjN2EtZWMyMy00MzljLWFlYTAtODhmMGE1MzUwZGVmXkEyXkFqcGdeQXVyNDQ2NDg4MDc@._V1_SX300.jpg"
"tt8217244","Music","","2018-04-12",135,"Distant Sky: Nick Cave & The Bad Seeds Live in Copenhagen",4.4,"https://m.media-amazon.com/images/M/MV5BYmUwNDkwMTgtNjMyYy00MjQwLWFjYjEtOTMwZDI3YzM0ZTJmXkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_SX300.jpg"
"tt8226892","Comedy Drama","A coming-of-age story about a young man whose child-like innocence has a healing quality on all the damaged characters he meets on his journey to rebuild his broken family.","2019-05-07",101,"Peel - Famiglia cercasi",3.05,"https://m.media-amazon.com/images/M/MV5BNWViODE5NjktZmU2OC00NDgzLTliMTAtYTgwNmE0MDc1N2UyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg"
"tt8228172","Action Horror Thriller","A woman is kidnapped and finds herself an unwilling participant in a deadly game where women are hunted by masked men.","2019-11-16",82,"The Furies",2.7,"https://m.media-amazon.com/images/M/MV5BZDAxNmM1N2ItMGQ2ZC00OTljLWEyNjgtMjEwZjYzMGY2ZGJiXkEyXkFqcGdeQXVyMjE1NzM2MQ@@._V1_SX300.jpg"
"tt8228538","Comedy Drama","A lonely TV weatherman strikes up an unusual friendship with a middle-aged Latino migrant worker.","2019-06-07",98,"Papi Chulo",3.2,"https://m.media-amazon.com/images/M/MV5BNDAxOGVjYzctNDM1Yy00MGVjLThjMDEtYjEwZWQ1YjZmNzNhXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg"
"tt8228884","Comedy","Best friends and old-school street hustlers Black and Blue went legit twenty years ago when they opened their family restaurant. But with the health inspector threatening to shut them down,...","2019-07-12",107,"I Got the Hook Up 2",1.65,"https://m.media-amazon.com/images/M/MV5BN2NlMWMwNzItNGY5OC00ZjdjLTllNjQtMDdjY2E0NzBhYjgzXkEyXkFqcGdeQXVyMjM2NzM3Mjc@._V1_SX300.jpg"
"tt8230872","Drama","After a chance encounter on the street, a woman tries to encourage a pregnant domestic abuse victim to seek help.","2020-02-07",105,"The Body Remembers When the World Broke Open",3.4,"https://m.media-amazon.com/images/M/MV5BYzE0YjRmMzItN2ZiMy00MTMwLTkxNWYtMDVlNzJkYmJmMWMyXkEyXkFqcGdeQXVyNjIxNDMyNjk@._V1_SX300.jpg"
"tt8233184","Horror","When a popular video game streamer plays a haunted game, he faces deadly consequences for himself and his fans.","2018-05-26",70,"Livescream",2.95,"https://m.media-amazon.com/images/M/MV5BNmJlODE4YTItMTMxZi00NTliLWJlZmMtZjVkYzBkZmEyY2UzXkEyXkFqcGdeQXVyNDg1MjgzMDQ@._V1_SX300.jpg"
"tt8233874","Comedy Fantasy Horror","Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.","2019-09-13",94,"Extra Ordinary",3.2,"https://m.media-amazon.com/images/M/MV5BOTZiMzZiNTktZGRkNi00Yzc4LWEyZTYtMTEzOGZjOTFkNWZkXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg"
"tt8234892","Drama Mystery Thriller","A mystical teen noir that follows a young girl's disappearance in the rural Midwest and its effect on teens and parents.","2019-12-06",111,"Knives and Skin",2.5,"https://m.media-amazon.com/images/M/MV5BZGYwZDZjMDItY2U1Yy00NjJjLWE3N2EtNjQ4NGU5MTNlMjNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg"
"tt8235296","Drama","A fireman and public servant Mark Taylor hears a special message from God about change in our nation. When Mary Colbert, a networker and connector of Christian ministries, hears Mark's ...","2018-10-02",120,"The Trump Prophecy",1.25,"https://m.media-amazon.com/images/M/MV5BNDM1OGM0ZGMtMjRlNi00ZWRiLWJjZDktYjhjY2I3NDEwZjYwXkEyXkFqcGdeQXVyMTI4ODk3OTc@._V1_SX300.jpg"
"tt8235966","Action Adventure Sci-Fi","After an alien spacecraft destroys Washington, D.C., the residents of a small town must fight off a unit of alien soldiers on the hunt for the President of the United States and the ...","2018-07-22",85,"Alien Siege",1.15,"https://m.media-amazon.com/images/M/MV5BNjNjNjc5MzUtMDBlYi00ZjE1LThiYTQtNjU1MDA1NTAxNzc1XkEyXkFqcGdeQXVyNTkzMzg3NDM@._V1_SX300.jpg"
"tt8236214","Horror","A group of social media influencers go to an afterparty in a Hollywood Hills mansion only to find themselves the target of a ruthless masked killer.","2019-01-27",80,"Slasher Party",2.5,"https://m.media-amazon.com/images/M/MV5BNzFjYjM1N2QtYzE1OS00OWM2LTg1OWEtOGQ3YzViZWUyMjhmXkEyXkFqcGdeQXVyMjY4NjgxMzE@._V1_SX300.jpg"
"tt8236336","Biography Crime Drama","Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.","2019-11-18",119,"The Report",3.6,"https://m.media-amazon.com/images/M/MV5BZGI3ZGNkOGItNWU3ZS00NDIyLTljZjEtZTk5NzkxMjYwMjEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg"
"tt8236366","Drama Horror","A hunter gets bitten by a vampire and runs into a shed to avoid sunlight. Stan, a 17 y.o. on probation, and his supervisor grandpa live next to it. Stan's bullied high school buddy can use a monster.","2019-11-15",98,"The Shed",2.25,"https://m.media-amazon.com/images/M/MV5BYmJjNzY5MjItMmVjNy00OWJjLTliNDYtYWIxYTU1ODA2OWY2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg"
"tt8236566","Comedy","4 friends travel half way across the United States to embark on the biggest company deal they've ever come across. The only thing that's stopping them is getting there. With the help of an old RV, they trek across the country in hopes of achieving the American Dream. Partying on the way is what's on their minds. But, with their share of mayhem, mishaps and misfortunes the guys run into some ...","2018-11-20",96,"The Dip Run",1.3,"https://m.media-amazon.com/images/M/MV5BMTVmNWE3ZmMtYjg0OS00MjRhLThlOTEtODQ0NThlY2VmNTZjXkEyXkFqcGdeQXVyNzkyNzYzNjc@._V1_SX300.jpg"
"tt8236588","Horror","After inheriting her grandfather's house, a young woman must confront the mystery of his sudden death and the evil that hides inside.","2019-10-25",90,"Echoes of Fear",2.6,"https://m.media-amazon.com/images/M/MV5BYjBlZjYxNzEtN2Y0ZS00MGRhLWE2MjgtYmEwZmNjY2Q1ZWE5XkEyXkFqcGdeQXVyMjAxMDMyOQ@@._V1_SX300.jpg"
"tt8237340","Drama Fantasy Horror","The first World War rages on when a group of American soldiers find a mysterious artifact that can summon the ancient evil of the Krampus. After the men are killed in action, the artifact ...","2018-11-06",86,"Krampus Origins",1.25,"https://m.media-amazon.com/images/M/MV5BZmU1M2Q1MjMtZTNjOS00Y2FiLWI5ZmUtZTI3ZjZkYWU5YjU5XkEyXkFqcGdeQXVyMjg1Mzk4OTk@._V1_SX300.jpg"
"tt8239736","Horror","Passengers and crew on a flight are attacked by unseen forces that threaten all aboard.","2018-05-29",89,"Flight 666",2.15,"https://m.media-amazon.com/images/M/MV5BZjdjYWEwNmQtYTQwNS00MDljLWEwYWMtZTI3Mjc5ODEyYWMxXkEyXkFqcGdeQXVyNTkzMzg3NDM@._V1_SX300.jpg"
"tt8241876","Crime","Nikos daughter is diagnosed with a brain tumor. He needs money. Lots of it. On Staten Island, your options are limited. But you can always count on Family.","2020-06-03",95,"5th Borough",4.3,"https://m.media-amazon.com/images/M/MV5BYzY3MTgxMjAtNDVlYi00MDJhLTgyMTUtY2Y1NWU4MTQ1ZjI3XkEyXkFqcGdeQXVyOTE1MDc0Ng@@._V1_SX300.jpg"
"tt8243286","Biography Drama Sport","Biopic of the life of legendary NHL goaltender Terry Sawchuk.","2020-01-31",111,"Goalie",3,"https://m.media-amazon.com/images/M/MV5BNDIwMjllYjMtMzYyNC00OGI0LWJiMTAtYTk1NzhkZTkzNDZiXkEyXkFqcGdeQXVyNDE0NjI3Nw@@._V1_SX300.jpg"
"tt8244784","Action Horror Thriller","Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.","2020-03-24",90,"The Hunt",3.25,"https://m.media-amazon.com/images/M/MV5BNjg4MjRhZjgtNTIxOS00MmRjLTg4NTEtNjBkNzkwZjAxMjMyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg"
"tt8247470","Drama","The story of a mother trying to protect her family after their landlord sells their rented home and they become homeless.","2018-10-12",86,"Rosie",3.5,"https://m.media-amazon.com/images/M/MV5BZDM4NTIzODEtNWJmMy00ZTZlLTg3NGEtYzAzNDlhNWIxYjliXkEyXkFqcGdeQXVyNDU3MTc0MzY@._V1_SX300.jpg"
"tt8255490","Comedy","Two sisters and their families spend--or rather, endure--Christmas at their late parents' dilapidated country house.","2018-11-30",101,"Surviving Christmas with the Relatives",2.5,"https://m.media-amazon.com/images/M/MV5BOTE2MDk0NWUtNTRmMC00NDc2LWExMzEtMDA3ZGY1ZTNhMjI0XkEyXkFqcGdeQXVyMzYxNzg0NjM@._V1_SX300.jpg"
"tt8255890","Drama","Liesel Landauer and her friend Hana are linked by a lifelong relationship and an exceptional house built by the architect Von Abt for Liesel and her husband Viktor in Czechoslovakia in the ...","2019-03-14",104,"The Glass Room",2.7,"https://m.media-amazon.com/images/M/MV5BMjQ1Yjk2ODMtMTNlMC00OTI2LThmZTktZmQyZGQ5OTAzNzVmXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg"
